Duration,"Engine Speed (RPM)","Vehicle Speed (Mph)",Gear,"Manifold Pressure (mbar)","Boost (psi)","Throttle Position (%)","Injector Duration (ms)","Duty Cycle (%)","Ignition Advance","Knock Retard","Air Temperature (F)","Coolant Temperature (F)","O2 Voltage",Lambda,"Air Fuel Ratio",VTEC,CEL
"72:4354:49.709",1369,"11.2",2,0,"0.0","5","3.03","3","30.25","0.00","117.14","173.12","3.88","0.00","0.00",OFF,
"72:4354:49.741",1373,"11.2",2,0,"0.0","5","3.02","3","30.25","0.00","117.14","173.12","3.88","0.00","0.00",OFF,
"72:4354:49.772",1378,"11.2",2,0,"0.0","5","3.01","3","30.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:49.803",1379,"11.2",2,0,"0.0","5","3.01","3","30.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:49.850",1383,"11.2",2,0,"0.0","5","3.01","3","30.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:49.865",1385,"11.2",2,0,"0.0","5","3.01","3","30.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:49.897",1388,"11.2",2,0,"0.0","5","3.02","3","30.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:49.928",1384,"11.2",2,0,"0.0","5","3.02","3","30.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:49.975",1385,"11.2",2,0,"0.0","5","3.02","3","30.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.006",1389,"11.2",2,0,"0.0","5","3.02","3","30.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.037",1389,"11.2",2,0,"0.0","5","3.02","3","30.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.068",1390,"11.2",2,0,"0.0","5","3.02","3","30.50","0.00","117.14","173.12","3.88","0.00","0.00",OFF,
"72:4354:50.099",1393,"11.2",2,0,"0.0","5","3.01","3","30.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.131",1400,"11.2",2,0,"0.0","5","3.01","4","30.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.162",1403,"11.2",2,0,"0.0","5","3.01","4","30.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.193",1402,"11.2",2,0,"0.0","5","3.01","4","30.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.224",1407,"11.2",2,0,"0.0","5","3.01","4","30.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.255",1405,"11.2",2,0,"0.0","5","3.01","4","30.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.287",1406,"11.2",2,0,"0.0","5","3.01","4","30.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.318",1406,"11.2",2,0,"0.0","5","3.01","4","30.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.365",1403,"11.2",2,0,"0.0","5","3.01","4","30.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.380",1409,"11.2",2,0,"0.0","6","3.01","4","30.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.411",1416,"11.2",2,0,"0.0","6","3.30","4","30.75","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.443",1415,"11.2",2,0,"0.0","7","3.31","4","30.75","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.489",1425,"11.2",2,0,"0.0","7","3.64","4","30.75","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.521",1434,"11.2",2,0,"0.0","7","3.66","4","30.75","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.552",1440,"11.2",2,0,"0.0","8","3.71","4","30.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.583",1445,"11.2",2,0,"0.0","8","3.52","4","29.75","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.614",1441,"11.2",2,0,"0.0","8","3.94","5","29.00","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.645",1444,"11.2",2,0,"0.0","8","4.05","5","28.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.677",1446,"11.2",2,0,"0.0","8","3.86","5","28.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.708",1451,"11.2",2,0,"0.0","8","3.92","5","28.00","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.739",1462,"11.8",2,0,"0.0","8","3.97","5","27.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.770",1463,"11.8",2,0,"0.0","9","4.03","5","27.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.801",1474,"11.8",2,0,"0.0","9","4.09","5","27.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.833",1479,"11.8",2,0,"0.0","9","4.14","5","26.75","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.879",1486,"11.8",2,0,"0.0","9","4.20","5","26.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.895",1490,"11.8",2,0,"0.0","9","4.26","5","26.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.926",1495,"11.8",2,0,"0.0","9","4.32","5","26.00","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:50.957",1498,"11.8",2,0,"0.0","9","4.32","5","26.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.004",1507,"11.8",2,0,"0.0","9","4.36","5","26.00","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.035",1512,"11.8",2,0,"0.0","9","4.42","6","26.00","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.067",1516,"11.8",2,0,"0.0","9","4.42","6","26.00","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.098",1524,"11.8",2,0,"0.0","9","4.47","6","26.00","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.129",1535,"11.8",2,0,"0.0","9","4.47","6","26.00","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.160",1541,"11.8",2,0,"0.0","9","4.47","6","26.00","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.191",1550,"12.4",2,0,"0.0","9","4.47","6","26.00","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.223",1559,"12.4",2,0,"0.0","10","4.47","6","26.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.254",1566,"12.4",2,0,"0.0","10","4.51","6","25.75","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.285",1567,"12.4",2,0,"0.0","11","4.61","6","25.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.316",1576,"12.4",2,0,"0.0","11","4.67","6","25.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.347",1584,"12.4",2,0,"0.0","11","4.72","6","25.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.379",1598,"12.4",2,0,"0.0","12","4.83","6","25.00","0.00","117.14","173.12","3.88","0.00","0.00",OFF,
"72:4354:51.410",1608,"12.4",2,0,"0.0","12","4.94","7","24.75","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.441",1620,"12.4",2,0,"0.0","12","4.99","7","24.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.472",1621,"12.4",2,0,"0.0","13","5.38","7","24.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.519",1638,"12.4",2,0,"0.0","14","5.57","8","24.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.550",1651,"12.4",2,0,"0.0","14","5.84","8","24.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.581",1666,"12.4",2,0,"0.0","14","6.10","8","24.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.597",1677,"12.4",2,0,"0.0","15","6.10","9","24.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.644",1689,"13.0",2,0,"0.0","15","6.09","9","24.00","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.675",1704,"13.0",2,0,"0.0","16","6.28","9","24.25","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.706",1715,"13.0",2,0,"0.0","17","6.84","10","24.00","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.737",1731,"13.0",2,0,"0.0","18","7.18","10","23.50","0.00","117.14","173.12","3.90","0.00","0.00",OFF,
"72:4354:51.769",1747,"13.0",2,0,"0.0","18","7.38","11","23.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:51.800",1773,"13.0",2,0,"0.0","19","7.40","11","23.50","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:51.831",1775,"13.0",2,0,"0.0","20","7.54","11","23.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:51.862",1799,"13.6",2,0,"0.0","20","7.75","12","23.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:51.893",1818,"13.6",2,0,"0.0","21","7.62","12","22.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:51.925",1823,"13.6",2,0,"0.0","21","7.75","12","22.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:51.956",1834,"13.6",2,0,"0.0","21","7.88","12","22.50","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:51.987",1854,"13.6",2,0,"0.0","21","7.90","12","22.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.034",1880,"13.6",2,0,"0.0","21","7.91","12","23.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.065",1890,"13.6",2,0,"0.0","21","7.91","12","23.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.096",1903,"14.9",2,0,"0.0","21","7.91","13","23.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.112",1925,"14.9",2,0,"0.0","21","7.92","13","23.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.159",1945,"14.9",2,0,"0.0","21","7.94","13","23.50","0.00","117.14","172.04","3.88","0.00","0.00",OFF,
"72:4354:52.190",1965,"14.9",2,0,"0.0","21","7.95","13","23.50","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.221",1975,"14.9",2,0,"0.0","21","7.95","13","23.50","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.252",1996,"14.9",2,0,"0.0","21","7.96","13","23.50","0.00","117.14","172.04","3.88","0.00","0.00",OFF,
"72:4354:52.283",2009,"14.9",2,0,"0.0","21","7.82","13","24.25","0.00","117.14","172.04","3.88","0.00","0.00",OFF,
"72:4354:52.315",2029,"15.5",2,0,"0.0","21","7.82","13","24.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.346",2038,"15.5",2,0,"0.0","21","7.82","13","24.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.377",2055,"15.5",2,0,"0.0","21","7.83","13","24.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.408",2074,"15.5",2,0,"0.0","21","7.83","14","24.50","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.439",2083,"15.5",2,0,"0.0","21","7.82","14","24.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.471",2109,"15.5",2,0,"0.0","21","7.82","14","24.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.502",2118,"15.5",2,0,"0.0","21","7.68","14","25.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.549",2140,"16.7",2,0,"0.0","21","7.68","14","25.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.580",2157,"16.7",2,0,"0.0","21","7.68","14","25.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.611",2170,"16.7",2,0,"0.0","21","7.69","14","25.50","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.627",2187,"16.7",2,0,"0.0","21","7.55","14","25.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.673",2198,"16.7",2,0,"0.0","21","7.55","14","26.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.705",2226,"16.7",2,0,"0.0","21","7.55","14","26.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.736",2237,"16.7",2,0,"0.0","21","7.55","14","26.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.767",2250,"18.0",2,0,"0.0","21","7.54","14","26.50","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.798",2272,"18.0",2,0,"0.0","21","7.41","14","26.50","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.829",2281,"18.0",2,0,"0.0","21","7.40","14","26.50","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.861",2303,"18.0",2,0,"0.0","21","7.40","14","26.50","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.892",2317,"18.0",2,0,"0.0","21","7.28","14","27.25","0.00","117.14","172.04","3.88","0.00","0.00",OFF,
"72:4354:52.923",2332,"18.0",2,0,"0.0","21","7.40","14","27.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.954",2349,"18.0",2,0,"0.0","21","7.29","14","27.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:52.985",2370,"18.6",2,0,"0.0","21","7.17","14","27.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.017",2382,"18.6",2,0,"0.0","21","7.16","14","27.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.063",2397,"18.6",2,0,"0.0","21","7.16","14","27.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.095",2403,"18.6",2,0,"0.0","21","7.04","14","28.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.110",2428,"18.6",2,0,"0.0","21","7.05","14","28.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.141",2438,"18.6",2,0,"0.0","21","6.94","14","28.50","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.188",2467,"18.6",2,0,"0.0","20","6.70","14","28.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.219",2473,"19.2",2,0,"0.0","20","6.60","14","28.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.251",2483,"19.2",2,0,"0.0","20","6.37","13","29.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.282",2490,"19.2",2,0,"0.0","19","6.25","13","29.50","0.00","117.14","172.04","3.88","0.00","0.00",OFF,
"72:4354:53.313",2513,"19.2",2,0,"0.0","19","6.15","13","29.75","0.00","117.14","172.04","3.88","0.00","0.00",OFF,
"72:4354:53.344",2523,"19.2",2,0,"0.0","19","6.05","13","29.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.375",2530,"19.2",2,0,"0.0","19","6.06","13","30.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.407",2557,"19.2",2,0,"0.0","19","5.96","13","30.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.438",2564,"20.5",2,0,"0.0","18","5.76","12","30.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.469",2582,"20.5",2,0,"0.0","15","5.56","12","27.50","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.500",2593,"20.5",2,0,"0.0","10","4.72","10","28.50","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.531",2582,"20.5",2,0,"0.0","0","3.98","9","32.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.578",2554,"20.5",2,0,"0.0","0","2.62","6","37.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.609",2506,"20.5",2,0,"0.0","0","2.38","5","37.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.641",2496,"20.5",2,0,"0.0","0","2.29","5","37.00","0.00","117.14","172.04","3.88","0.00","0.00",OFF,
"72:4354:53.656",2510,"20.5",2,0,"0.0","0","2.08","4","37.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.703",2516,"20.5",2,0,"0.0","0","1.87","4","37.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.734",2516,"20.5",2,0,"0.0","0","1.82","4","37.00","0.00","117.14","172.04","3.88","0.00","0.00",OFF,
"72:4354:53.765",2510,"20.5",2,0,"0.0","0","1.76","4","37.00","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.797",2500,"20.5",2,0,"0.0","0","1.63","3","36.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.828",2476,"20.5",2,0,"0.0","0","0.00","0","36.75","0.00","117.14","172.04","3.88","0.00","0.00",OFF,
"72:4354:53.859",2438,"20.5",2,0,"0.0","0","0.00","0","36.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.890",2403,"21.1",3,0,"0.0","0","0.00","0","36.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.921",2340,"21.1",3,0,"0.0","0","0.00","0","36.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.953",2286,"21.1",3,0,"0.0","0","0.00","0","36.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:53.984",2248,"21.1",3,0,"0.0","0","0.00","0","36.50","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.015",2205,"21.1",3,0,"0.0","0","0.00","0","36.50","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.046",2165,"21.1",3,0,"0.0","0","0.00","0","36.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.093",2097,"21.1",3,0,"0.0","0","0.00","0","36.25","0.00","117.14","172.04","3.88","0.00","0.00",OFF,
"72:4354:54.124",2053,"21.1",3,0,"0.0","0","0.00","0","36.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.155",2011,"21.1",3,0,"0.0","0","0.00","0","36.00","0.00","117.14","172.04","3.88","0.00","0.00",OFF,
"72:4354:54.171",1967,"21.1",3,0,"0.0","0","0.00","0","35.75","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.218",1905,"21.1",3,0,"0.0","0","0.00","0","35.25","0.00","117.14","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.249",1876,"21.1",3,0,"0.0","0","0.00","0","35.00","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.280",1831,"21.1",3,0,"0.0","0","0.00","0","34.75","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.311",1780,"21.1",3,0,"0.0","0","0.00","0","34.25","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.343",1734,"21.1",4,0,"0.0","0","0.00","0","33.75","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.374",1681,"21.1",4,0,"0.0","0","0.00","0","33.25","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.405",1631,"21.1",4,0,"0.0","0","0.00","0","33.00","0.00","116.06","172.04","3.88","0.00","0.00",OFF,
"72:4354:54.436",1608,"21.1",4,0,"0.0","0","0.00","0","32.50","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.467",1554,"21.1",4,0,"0.0","0","0.00","0","31.75","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.499",1498,"21.1",4,0,"0.0","0","0.00","0","31.25","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.530",1468,"21.1",4,0,"0.0","0","0.00","0","31.00","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.561",1409,"21.1",4,0,"0.0","0","0.00","0","30.50","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.608",1382,"21.1",4,0,"0.0","0","0.00","0","30.00","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.639",1320,"21.1",5,0,"0.0","0","0.00","0","29.75","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.655",1286,"21.1",5,0,"0.0","0","0.00","0","29.00","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.686",1257,"21.1",5,0,"0.0","0","0.00","0","28.00","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.733",1188,"21.1",5,0,"0.0","0","0.00","0","27.00","0.00","116.06","172.04","3.88","0.00","0.00",OFF,
"72:4354:54.764",1153,"21.1",5,0,"0.0","0","0.00","0","26.00","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.795",1121,"20.5",5,0,"0.0","0","0.00","0","24.00","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.826",1080,"20.5",5,0,"0.0","0","0.00","0","22.75","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.857",1045,"20.5",5,0,"0.0","0","0.00","0","19.75","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.889",1004,"20.5",5,0,"0.0","0","2.24","2","18.75","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.920",966,"20.5",5,0,"0.0","0","2.24","2","17.50","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.951",922,"20.5",5,0,"0.0","0","1.96","2","16.50","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:54.982",882,"20.5",5,0,"0.0","0","2.32","2","17.75","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:55.013",841,"20.5",5,0,"0.0","0","2.50","2","17.75","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:55.045",808,"20.5",5,0,"0.0","0","2.75","2","18.50","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:55.076",809,"20.5",5,0,"0.0","0","2.82","2","18.75","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:55.123",840,"20.5",5,0,"0.0","0","2.31","2","18.00","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:55.138",884,"20.5",5,0,"0.0","0","2.08","2","16.50","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:55.169",935,"20.5",5,0,"0.0","0","2.08","2","18.00","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:55.201",978,"20.5",5,0,"0.0","0","2.08","2","19.00","0.00","116.06","170.60","3.88","0.00","0.00",OFF,
"72:4354:55.247",1020,"20.5",5,0,"0.0","0","2.02","2","20.00","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:55.279",1055,"20.5",5,0,"0.0","0","1.96","2","22.25","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:55.310",1097,"20.5",5,0,"0.0","0","1.90","2","23.25","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:55.341",1130,"20.5",5,0,"0.0","0","1.79","2","24.25","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:55.372",1190,"20.5",5,0,"0.0","0","1.80","2","25.00","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:55.403",1221,"20.5",5,0,"0.0","0","1.73","2","28.50","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:55.435",1240,"20.5",5,0,"0.0","0","1.95","2","29.25","0.00","116.06","172.04","3.88","0.00","0.00",OFF,
"72:4354:55.466",1319,"19.8",4,0,"0.0","0","1.97","2","29.50","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:55.497",1363,"19.8",4,0,"0.0","0","1.79","2","30.50","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:55.528",1455,"19.8",4,0,"0.0","0","1.79","2","31.75","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:55.559",1508,"19.8",4,0,"0.0","0","1.73","2","32.25","0.00","116.06","172.04","3.90","0.00","0.00",OFF,
"72:4354:55.591",1595,"19.8",4,0,"0.0","0","1.67","2","32.75","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:55.637",1623,"19.8",4,0,"0.0","0","1.61","2","32.75","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:55.653",1594,"19.8",4,0,"0.0","0","1.54","2","32.50","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:55.684",1571,"19.8",4,0,"0.0","0","1.48","2","32.00","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:55.715",1526,"19.8",4,0,"0.0","0","1.54","2","31.75","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:55.762",1531,"19.8",4,0,"0.0","0","1.55","2","32.00","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:55.793",1548,"19.8",4,0,"0.0","0","1.55","2","32.25","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
"72:4354:55.825",1578,"19.8",4,0,"0.0","0","1.55","2","32.50","0.00","116.06","170.60","3.88","0.00","0.00",OFF,
"72:4354:55.856",1580,"19.8",4,0,"0.0","0","1.55","2","32.25","0.00","116.06","170.60","3.90","0.00","0.00",OFF,
